weir,stat_week,date,species,count_type,maturity,count,comments
Situk Lower,32,8/6/2004,Pink,Counted live,Adult,19923,
Situk Lower,32,8/6/2004,Sockeye,Counted live,Adult,101,
Situk Lower,32,8/7/2004,Chum,Counted live,Adult,192,
Situk Lower,32,8/7/2004,Coho,Counted live,Adult,14,
Situk Lower,32,8/7/2004,Pink,Counted live,Adult,14954,
Situk Lower,32,8/7/2004,Sockeye,Counted live,Adult,98,
Situk Lower,33,8/8/2004,Chum,Counted live,Adult,111,
Situk Lower,33,8/8/2004,Coho,Counted live,Adult,184,
Situk Lower,33,8/8/2004,Pink,Counted live,Adult,16697,
Situk Lower,33,8/8/2004,Sockeye,Counted live,Adult,182,
Situk Lower,18,4/29/2005,Steelhead trout,Counted live,Adult,77,"probably missed ~1,500 SH emigrants prior to installation of weir; SH up not monitored closely"
Situk Lower,18,4/29/2005,Steelhead trout,Downstream migration,Adult,28,"probably missed ~1,500 SH emigrants prior to installation of weir; SH up not monitored closely"
Situk Lower,18,4/30/2005,Steelhead trout,Counted live,Adult,44,
Situk Lower,18,4/30/2005,Steelhead trout,Downstream migration,Adult,15,
Situk Lower,19,5/1/2005,Steelhead trout,Counted live,Adult,63,
Situk Lower,19,5/1/2005,Steelhead trout,Downstream migration,Adult,13,
Situk Lower,19,5/2/2005,Steelhead trout,Counted live,Adult,63,
Situk Lower,19,5/2/2005,Steelhead trout,Downstream migration,Adult,9,
Situk Lower,19,5/3/2005,Steelhead trout,Counted live,Adult,139,
Situk Lower,19,5/3/2005,Steelhead trout,Downstream migration,Adult,4,
Situk Lower,19,5/4/2005,Steelhead trout,Counted live,Adult,103,
Situk Lower,19,5/4/2005,Steelhead trout,Downstream migration,Adult,16,
Situk Lower,19,5/5/2005,Steelhead trout,Counted live,Adult,94,
Situk Lower,19,5/5/2005,Steelhead trout,Downstream migration,Adult,48,
Situk Lower,19,5/6/2005,Steelhead trout,Counted live,Adult,11,
Situk Lower,19,5/6/2005,Steelhead trout,Downstream migration,Adult,27,
Situk Lower,19,5/7/2005,Steelhead trout,Counted live,Adult,16,
Situk Lower,19,5/7/2005,Steelhead trout,Downstream migration,Adult,46,
Situk Lower,20,5/8/2005,Steelhead trout,Counted live,Adult,12,
Situk Lower,20,5/8/2005,Steelhead trout,Downstream migration,Adult,87,
Situk Lower,20,5/9/2005,Steelhead trout,Counted live,Adult,4,
Situk Lower,20,5/9/2005,Steelhead trout,Downstream migration,Adult,109,
Situk Lower,20,5/10/2005,Steelhead trout,Counted live,Adult,79,
Situk Lower,20,5/10/2005,Steelhead trout,Downstream migration,Adult,228,
Situk Lower,20,5/11/2005,Steelhead trout,Counted live,Adult,46,
Situk Lower,20,5/11/2005,Steelhead trout,Downstream migration,Adult,509,
Situk Lower,20,5/12/2005,Steelhead trout,Counted live,Adult,8,
Situk Lower,20,5/12/2005,Steelhead trout,Downstream migration,Adult,965,
Situk Lower,20,5/13/2005,Steelhead trout,Downstream migration,Adult,1200,
Situk Lower,20,5/14/2005,Steelhead trout,Downstream migration,Adult,512,
Situk Lower,21,5/15/2005,Steelhead trout,Counted live,Adult,623,
Situk Lower,21,5/16/2005,Steelhead trout,Counted live,Adult,862,
Situk Lower,21,5/17/2005,Steelhead trout,Counted live,Adult,465,
Situk Lower,21,5/18/2005,Steelhead trout,Downstream migration,Adult,644,
Situk Lower,21,5/19/2005,Steelhead trout,Downstream migration,Adult,1034,
Situk Lower,21,5/20/2005,Steelhead trout,Downstream migration,Adult,567,
Situk Lower,21,5/21/2005,Steelhead trout,Downstream migration,Adult,743,
Situk Lower,22,5/22/2005,Steelhead trout,Downstream migration,Adult,671,
Situk Lower,22,5/23/2005,Steelhead trout,Counted live,Adult,250,
Situk Lower,22,5/24/2005,Steelhead trout,Downstream migration,Adult,155,
Situk Lower,22,5/25/2005,Sockeye,Counted live,Adult,154,
Situk Lower,22,5/25/2005,Steelhead trout,Downstream migration,Adult,238,
Situk Lower,22,5/26/2005,Sockeye,Counted live,Adult,57,
Situk Lower,22,5/26/2005,Steelhead trout,Downstream migration,Adult,265,
Situk Lower,22,5/27/2005,Sockeye,Counted live,Adult,1028,
Situk Lower,22,5/27/2005,Steelhead trout,Downstream migration,Adult,295,
Situk Lower,22,5/28/2005,Sockeye,Counted live,Adult,101,
Situk Lower,22,5/28/2005,Steelhead trout,Downstream migration,Adult,111,
Situk Lower,23,5/29/2005,Sockeye,Counted live,Adult,727,
Situk Lower,23,5/29/2005,Steelhead trout,Downstream migration,Adult,202,
Situk Lower,23,5/30/2005,Sockeye,Counted live,Adult,946,
Situk Lower,23,5/30/2005,Steelhead trout,Downstream migration,Adult,106,
Situk Lower,23,5/31/2005,Sockeye,Counted live,Adult,741,
Situk Lower,23,5/31/2005,Steelhead trout,Downstream migration,Adult,43,
Situk Lower,23,6/1/2005,Chinook,Counted live,Adult,2,
Situk Lower,23,6/1/2005,Chinook,Counted live,L Jck,1,
Situk Lower,23,6/1/2005,Sockeye,Counted live,Adult,1072,
Situk Lower,23,6/1/2005,Steelhead trout,Downstream migration,Adult,160,
Situk Lower,23,6/2/2005,Chinook,Counted live,Adult,2,
Situk Lower,23,6/2/2005,Sockeye,Counted live,Adult,688,
Situk Lower,23,6/2/2005,Steelhead trout,Downstream migration,Adult,85,
Situk Lower,23,6/3/2005,Sockeye,Counted live,Adult,1266,
Situk Lower,23,6/3/2005,Steelhead trout,Downstream migration,Adult,140,
Situk Lower,23,6/4/2005,Sockeye,Counted live,Adult,332,
Situk Lower,23,6/4/2005,Steelhead trout,Downstream migration,Adult,73,
Situk Lower,24,6/5/2005,Chinook,Counted live,Adult,3,
Situk Lower,24,6/5/2005,Chinook,Counted live,L Jck,2,
Situk Lower,24,6/5/2005,Sockeye,Counted live,Adult,1753,
Situk Lower,24,6/5/2005,Steelhead trout,Downstream migration,Adult,138,
Situk Lower,24,6/6/2005,Chinook,Counted live,Adult,6,
Situk Lower,24,6/6/2005,Chinook,Counted live,L Jck,4,
Situk Lower,24,6/6/2005,Sockeye,Counted live,Adult,1241,
Situk Lower,24,6/6/2005,Steelhead trout,Downstream migration,Adult,77,
Situk Lower,24,6/7/2005,Chinook,Counted live,Adult,1,
Situk Lower,24,6/7/2005,Sockeye,Counted live,Adult,910,
Situk Lower,24,6/7/2005,Steelhead trout,Downstream migration,Adult,49,
Situk Lower,24,6/8/2005,Chinook,Counted live,Adult,7,
Situk Lower,24,6/8/2005,Chinook,Counted live,L Jck,6,
Situk Lower,24,6/8/2005,Sockeye,Counted live,Adult,1309,
Situk Lower,24,6/9/2005,Chinook,Counted live,Adult,2,
Situk Lower,24,6/9/2005,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/9/2005,Sockeye,Counted live,Adult,1353,
Situk Lower,24,6/9/2005,Steelhead trout,Counted live,Adult,2,
Situk Lower,24,6/9/2005,Steelhead trout,Downstream migration,Adult,8,
Situk Lower,24,6/10/2005,Chinook,Counted live,Adult,2,
Situk Lower,24,6/10/2005,Sockeye,Counted live,Adult,608,
Situk Lower,24,6/11/2005,Chinook,Counted live,Adult,5,
Situk Lower,24,6/11/2005,Sockeye,Counted live,Adult,307,
Situk Lower,24,6/11/2005,Steelhead trout,Downstream migration,Adult,8,
Situk Lower,25,6/12/2005,Chinook,Counted live,Adult,10,
Situk Lower,25,6/12/2005,Chinook,Counted live,Jack,1,
Situk Lower,25,6/12/2005,Chinook,Counted live,L Jck,4,
Situk Lower,25,6/12/2005,Sockeye,Counted live,Adult,498,
Situk Lower,25,6/12/2005,Steelhead trout,Counted live,Adult,4,
Situk Lower,25,6/12/2005,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,25,6/13/2005,Chinook,Counted live,Adult,3,
Situk Lower,25,6/13/2005,Chinook,Counted live,L Jck,3,
Situk Lower,25,6/13/2005,Sockeye,Counted live,Adult,528,
Situk Lower,25,6/13/2005,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,25,6/14/2005,Chinook,Counted live,Adult,2,
Situk Lower,25,6/14/2005,Chinook,Counted live,Jack,1,
Situk Lower,25,6/14/2005,Sockeye,Counted live,Adult,115,
Situk Lower,25,6/14/2005,Steelhead trout,Downstream migration,Adult,25,
Situk Lower,25,6/15/2005,Chinook,Counted live,Adult,6,
Situk Lower,25,6/15/2005,Sockeye,Counted live,Adult,395,
Situk Lower,25,6/15/2005,Steelhead trout,Downstream migration,Adult,18,
Situk Lower,25,6/16/2005,Chinook,Counted live,Adult,9,
Situk Lower,25,6/16/2005,Chinook,Counted live,Jack,1,
Situk Lower,25,6/16/2005,Chinook,Counted live,L Jck,3,
Situk Lower,25,6/16/2005,Sockeye,Counted live,Adult,273,
Situk Lower,25,6/16/2005,Steelhead trout,Downstream migration,Adult,16,
Situk Lower,25,6/17/2005,Chinook,Counted live,Adult,4,
Situk Lower,25,6/17/2005,Chinook,Counted live,L Jck,7,
Situk Lower,25,6/17/2005,Sockeye,Counted live,Adult,593,
Situk Lower,25,6/17/2005,Steelhead trout,Downstream migration,Adult,19,
Situk Lower,25,6/18/2005,Chinook,Counted live,Adult,20,
Situk Lower,25,6/18/2005,Chinook,Counted live,Jack,2,
Situk Lower,25,6/18/2005,Chinook,Counted live,L Jck,12,
Situk Lower,25,6/18/2005,Sockeye,Counted live,Adult,1781,
Situk Lower,25,6/18/2005,Steelhead trout,Downstream migration,Adult,81,
Situk Lower,26,6/19/2005,Chinook,Counted live,Adult,19,
Situk Lower,26,6/19/2005,Chinook,Counted live,Jack,3,
Situk Lower,26,6/19/2005,Chinook,Counted live,L Jck,7,
Situk Lower,26,6/19/2005,Sockeye,Counted live,Adult,396,
Situk Lower,26,6/19/2005,Steelhead trout,Downstream migration,Adult,26,
Situk Lower,26,6/20/2005,Chinook,Counted live,Adult,12,
Situk Lower,26,6/20/2005,Chinook,Counted live,L Jck,5,
Situk Lower,26,6/20/2005,Sockeye,Counted live,Adult,1805,
Situk Lower,26,6/20/2005,Steelhead trout,Downstream migration,Adult,20,
Situk Lower,26,6/21/2005,Chinook,Counted live,Adult,5,
Situk Lower,26,6/21/2005,Chinook,Counted live,Jack,2,
Situk Lower,26,6/21/2005,Chinook,Counted live,L Jck,1,
Situk Lower,26,6/21/2005,Pink,Counted live,Adult,2,
Situk Lower,26,6/21/2005,Sockeye,Counted live,Adult,147,
Situk Lower,26,6/21/2005,Steelhead trout,Downstream migration,Adult,9,
Situk Lower,26,6/22/2005,Chinook,Counted live,Adult,6,
Situk Lower,26,6/22/2005,Chinook,Counted live,L Jck,1,
Situk Lower,26,6/22/2005,Pink,Counted live,Adult,9,
Situk Lower,26,6/22/2005,Sockeye,Counted live,Adult,686,
Situk Lower,26,6/22/2005,Steelhead trout,Downstream migration,Adult,31,
Situk Lower,26,6/23/2005,Chinook,Counted live,Adult,4,
Situk Lower,26,6/23/2005,Chinook,Counted live,Jack,3,
Situk Lower,26,6/23/2005,Chinook,Counted live,L Jck,1,
Situk Lower,26,6/23/2005,Pink,Counted live,Adult,7,
Situk Lower,26,6/23/2005,Sockeye,Counted live,Adult,2044,
Situk Lower,26,6/23/2005,Steelhead trout,Downstream migration,Adult,20,
Situk Lower,26,6/24/2005,Chinook,Counted live,Adult,31,
Situk Lower,26,6/24/2005,Chinook,Counted live,Jack,17,
Situk Lower,26,6/24/2005,Chinook,Counted live,L Jck,14,
Situk Lower,26,6/24/2005,Pink,Counted live,Adult,6,
Situk Lower,26,6/24/2005,Sockeye,Counted live,Adult,2113,
Situk Lower,26,6/24/2005,Steelhead trout,Downstream migration,Adult,6,
Situk Lower,26,6/25/2005,Chinook,Counted live,Adult,47,
Situk Lower,26,6/25/2005,Chinook,Counted live,Jack,6,
Situk Lower,26,6/25/2005,Chinook,Counted live,L Jck,8,
Situk Lower,26,6/25/2005,Sockeye,Counted live,Adult,1187,
Situk Lower,26,6/25/2005,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,27,6/26/2005,Chinook,Counted live,Adult,15,
Situk Lower,27,6/26/2005,Chinook,Counted live,Jack,23,
Situk Lower,27,6/26/2005,Chinook,Counted live,L Jck,14,
Situk Lower,27,6/26/2005,Sockeye,Counted live,Adult,2048,
Situk Lower,27,6/26/2005,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,27,6/27/2005,Chinook,Counted live,Adult,11,
Situk Lower,27,6/27/2005,Chinook,Counted live,Jack,16,
Situk Lower,27,6/27/2005,Chinook,Counted live,L Jck,17,
Situk Lower,27,6/27/2005,Sockeye,Counted live,Adult,2941,
Situk Lower,27,6/27/2005,Steelhead trout,Downstream migration,Adult,13,
Situk Lower,27,6/28/2005,Chinook,Counted live,Adult,4,
Situk Lower,27,6/28/2005,Chinook,Counted live,Jack,5,
Situk Lower,27,6/28/2005,Chinook,Counted live,L Jck,1,
Situk Lower,27,6/28/2005,Sockeye,Counted live,Adult,555,
Situk Lower,27,6/28/2005,Steelhead trout,Downstream migration,Adult,27,
Situk Lower,27,6/29/2005,Chinook,Counted live,Adult,6,
Situk Lower,27,6/29/2005,Chinook,Counted live,Jack,10,
Situk Lower,27,6/29/2005,Chinook,Counted live,L Jck,2,
Situk Lower,27,6/29/2005,Sockeye,Counted live,Adult,539,
Situk Lower,27,6/29/2005,Steelhead trout,Downstream migration,Adult,23,
Situk Lower,27,6/30/2005,Chinook,Counted live,Adult,9,
Situk Lower,27,6/30/2005,Chinook,Counted live,Jack,4,
Situk Lower,27,6/30/2005,Chinook,Counted live,L Jck,7,
Situk Lower,27,6/30/2005,Sockeye,Counted live,Adult,528,
Situk Lower,27,6/30/2005,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,27,7/1/2005,Chinook,Counted live,Adult,12,
Situk Lower,27,7/1/2005,Coho,Counted live,Adult,1,
Situk Lower,27,7/1/2005,Pink,Counted live,Adult,1,
Situk Lower,27,7/1/2005,Sockeye,Counted live,Adult,679,
Situk Lower,27,7/1/2005,Steelhead trout,Downstream migration,Adult,20,
Situk Lower,27,7/2/2005,Chinook,Counted live,Adult,11,
Situk Lower,27,7/2/2005,Chinook,Counted live,Jack,1,
Situk Lower,27,7/2/2005,Chinook,Counted live,L Jck,10,
Situk Lower,27,7/2/2005,Pink,Counted live,Adult,93,
Situk Lower,27,7/2/2005,Sockeye,Counted live,Adult,2405,
Situk Lower,27,7/2/2005,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,28,7/3/2005,Chinook,Counted live,Adult,33,
Situk Lower,28,7/3/2005,Chinook,Counted live,Jack,8,
Situk Lower,28,7/3/2005,Chinook,Counted live,L Jck,15,
Situk Lower,28,7/3/2005,Pink,Counted live,Adult,22,
Situk Lower,28,7/3/2005,Sockeye,Counted live,Adult,1544,
Situk Lower,28,7/3/2005,Steelhead trout,Downstream migration,Adult,22,
Situk Lower,28,7/4/2005,Chinook,Counted live,Adult,18,
Situk Lower,28,7/4/2005,Chinook,Counted live,Jack,13,
Situk Lower,28,7/4/2005,Chinook,Counted live,L Jck,12,
Situk Lower,28,7/4/2005,Pink,Counted live,Adult,10,
Situk Lower,28,7/4/2005,Sockeye,Counted live,Adult,1516,
Situk Lower,28,7/5/2005,Chinook,Counted live,Adult,13,
Situk Lower,28,7/5/2005,Chinook,Counted live,Jack,11,
Situk Lower,28,7/5/2005,Chinook,Counted live,L Jck,4,
Situk Lower,28,7/5/2005,Pink,Counted live,Adult,9,
Situk Lower,28,7/5/2005,Sockeye,Counted live,Adult,396,
Situk Lower,28,7/6/2005,Chinook,Counted live,Adult,10,
Situk Lower,28,7/6/2005,Chinook,Counted live,Jack,15,
Situk Lower,28,7/6/2005,Chinook,Counted live,L Jck,6,
Situk Lower,28,7/6/2005,Pink,Counted live,Adult,72,
Situk Lower,28,7/6/2005,Sockeye,Counted live,Adult,1251,
Situk Lower,28,7/7/2005,Chinook,Counted live,Adult,21,
Situk Lower,28,7/7/2005,Chinook,Counted live,Jack,10,
Situk Lower,28,7/7/2005,Chinook,Counted live,L Jck,12,
Situk Lower,28,7/7/2005,Pink,Counted live,Adult,129,
Situk Lower,28,7/7/2005,Sockeye,Counted live,Adult,2792,
Situk Lower,28,7/7/2005,Steelhead trout,Downstream migration,Adult,1,
Situk Lower,28,7/8/2005,Chinook,Counted live,Adult,4,
Situk Lower,28,7/8/2005,Chinook,Counted live,Jack,1,
Situk Lower,28,7/8/2005,Chinook,Counted live,L Jck,4,
Situk Lower,28,7/8/2005,Pink,Counted live,Adult,18,
Situk Lower,28,7/8/2005,Sockeye,Counted live,Adult,1632,
Situk Lower,28,7/9/2005,Chinook,Counted live,Adult,98,
Situk Lower,28,7/9/2005,Chinook,Counted live,Jack,5,
Situk Lower,28,7/9/2005,Chinook,Counted live,L Jck,38,
Situk Lower,28,7/9/2005,Pink,Counted live,Adult,9,
Situk Lower,28,7/9/2005,Sockeye,Counted live,Adult,4175,
Situk Lower,29,7/10/2005,Chinook,Counted live,Adult,5,
Situk Lower,29,7/10/2005,Chinook,Counted live,Jack,1,
Situk Lower,29,7/10/2005,Chinook,Counted live,L Jck,1,
Situk Lower,29,7/10/2005,Pink,Counted live,Adult,4,
Situk Lower,29,7/10/2005,Sockeye,Counted live,Adult,450,
Situk Lower,29,7/10/2005,Steelhead trout,Downstream migration,Adult,17,
Situk Lower,29,7/11/2005,Chinook,Counted live,Adult,40,
Situk Lower,29,7/11/2005,Chinook,Counted live,Jack,4,
Situk Lower,29,7/11/2005,Chinook,Counted live,L Jck,6,
Situk Lower,29,7/11/2005,Pink,Counted live,Adult,1248,
Situk Lower,29,7/11/2005,Sockeye,Counted live,Adult,2005,
Situk Lower,29,7/12/2005,Chinook,Counted live,Adult,17,
Situk Lower,29,7/12/2005,Chinook,Counted live,Jack,10,
Situk Lower,29,7/12/2005,Chinook,Counted live,L Jck,7,
Situk Lower,29,7/12/2005,Pink,Counted live,Adult,227,
Situk Lower,29,7/12/2005,Sockeye,Counted live,Adult,1875,
Situk Lower,29,7/13/2005,Chinook,Counted live,Adult,1,
Situk Lower,29,7/13/2005,Chinook,Counted live,L Jck,1,
Situk Lower,29,7/13/2005,Pink,Counted live,Adult,2556,
Situk Lower,29,7/13/2005,Sockeye,Counted live,Adult,159,
Situk Lower,29,7/14/2005,Chinook,Counted live,Adult,1,
Situk Lower,29,7/14/2005,Chinook,Counted live,Jack,4,
Situk Lower,29,7/14/2005,Chinook,Counted live,L Jck,1,
Situk Lower,29,7/14/2005,Pink,Counted live,Adult,257,
Situk Lower,29,7/14/2005,Sockeye,Counted live,Adult,318,
Situk Lower,29,7/14/2005,Steelhead trout,Downstream migration,Adult,2,
Situk Lower,29,7/15/2005,Chinook,Counted live,Adult,18,
Situk Lower,29,7/15/2005,Chinook,Counted live,L Jck,6,
Situk Lower,29,7/15/2005,Pink,Counted live,Adult,2124,
Situk Lower,29,7/15/2005,Sockeye,Counted live,Adult,275,
Situk Lower,29,7/16/2005,Chinook,Counted live,Adult,9,
Situk Lower,29,7/16/2005,Chinook,Counted live,Jack,1,
Situk Lower,29,7/16/2005,Chinook,Counted live,L Jck,3,
Situk Lower,29,7/16/2005,Pink,Counted live,Adult,24310,
Situk Lower,29,7/16/2005,Sockeye,Counted live,Adult,969,
Situk Lower,30,7/17/2005,Chinook,Counted live,Adult,6,
Situk Lower,30,7/17/2005,Chinook,Counted live,L Jck,1,
Situk Lower,30,7/17/2005,Pink,Counted live,Adult,13778,
Situk Lower,30,7/17/2005,Sockeye,Counted live,Adult,450,
Situk Lower,30,7/17/2005,Steelhead trout,Downstream migration,Adult,32,
Situk Lower,30,7/18/2005,Chinook,Counted live,Adult,5,
Situk Lower,30,7/18/2005,Chinook,Counted live,L Jck,5,
Situk Lower,30,7/18/2005,Pink,Counted live,Adult,3703,
Situk Lower,30,7/18/2005,Sockeye,Counted live,Adult,668,
Situk Lower,30,7/19/2005,Chinook,Counted live,Adult,5,
Situk Lower,30,7/19/2005,Chinook,Counted live,L Jck,2,
Situk Lower,30,7/19/2005,Pink,Counted live,Adult,27438,
Situk Lower,30,7/19/2005,Sockeye,Counted live,Adult,2549,
Situk Lower,30,7/20/2005,Chinook,Counted live,Adult,4,
Situk Lower,30,7/20/2005,Chinook,Counted live,L Jck,1,
Situk Lower,30,7/20/2005,Pink,Counted live,Adult,14213,
Situk Lower,30,7/20/2005,Sockeye,Counted live,Adult,627,
Situk Lower,30,7/21/2005,Pink,Counted live,Adult,9749,
Situk Lower,30,7/21/2005,Sockeye,Counted live,Adult,700,
Situk Lower,30,7/22/2005,Chinook,Counted live,Adult,2,
Situk Lower,30,7/22/2005,Chinook,Counted live,L Jck,1,
Situk Lower,30,7/22/2005,Pink,Counted live,Adult,16240,
Situk Lower,30,7/22/2005,Sockeye,Counted live,Adult,808,
Situk Lower,30,7/23/2005,Chinook,Counted live,Adult,6,
Situk Lower,30,7/23/2005,Chinook,Counted live,L Jck,3,
Situk Lower,30,7/23/2005,Pink,Counted live,Adult,25525,
Situk Lower,30,7/23/2005,Sockeye,Counted live,Adult,930,
Situk Lower,31,7/24/2005,Chinook,Counted live,Adult,2,
Situk Lower,31,7/24/2005,Chinook,Counted live,L Jck,1,
Situk Lower,31,7/24/2005,Pink,Counted live,Adult,34645,
Situk Lower,31,7/24/2005,Sockeye,Counted live,Adult,726,
Situk Lower,31,7/25/2005,Pink,Counted live,Adult,10467,
Situk Lower,31,7/25/2005,Sockeye,Counted live,Adult,188,
Situk Lower,31,7/26/2005,Chinook,Counted live,Adult,1,
Situk Lower,31,7/26/2005,Chinook,Counted live,L Jck,1,
Situk Lower,31,7/26/2005,Pink,Counted live,Adult,3316,
Situk Lower,31,7/26/2005,Sockeye,Counted live,Adult,216,
Situk Lower,31,7/27/2005,Chinook,Counted live,Adult,11,
Situk Lower,31,7/27/2005,Chinook,Counted live,L Jck,8,
Situk Lower,31,7/27/2005,Pink,Counted live,Adult,15572,
Situk Lower,31,7/27/2005,Sockeye,Counted live,Adult,1150,
Situk Lower,31,7/28/2005,Chinook,Counted live,Adult,2,
Situk Lower,31,7/28/2005,Chinook,Counted live,L Jck,2,
Situk Lower,31,7/28/2005,Pink,Counted live,Adult,24985,
Situk Lower,31,7/28/2005,Sockeye,Counted live,Adult,493,
Situk Lower,31,7/29/2005,Chinook,Counted live,Adult,1,
Situk Lower,31,7/29/2005,Pink,Counted live,Adult,9998,
Situk Lower,31,7/29/2005,Sockeye,Counted live,Adult,176,
Situk Lower,31,7/30/2005,Chinook,Counted live,Adult,2,
Situk Lower,31,7/30/2005,Pink,Counted live,Adult,6875,
Situk Lower,31,7/30/2005,Sockeye,Counted live,Adult,132,
Situk Lower,32,7/31/2005,Chinook,Counted live,Adult,2,
Situk Lower,32,7/31/2005,Chinook,Counted live,L Jck,1,
Situk Lower,32,7/31/2005,Pink,Counted live,Adult,33518,
Situk Lower,32,7/31/2005,Sockeye,Counted live,Adult,457,
Situk Lower,18,5/1/2006,Steelhead trout,Counted live,Adult,12,
Situk Lower,18,5/1/2006,Steelhead trout,Downstream migration,Adult,14,
Situk Lower,19,5/12/2006,Steelhead trout,Counted live,Adult,8,
Situk Lower,19,5/12/2006,Steelhead trout,Downstream migration,Adult,16,
Situk Lower,20,5/14/2006,Steelhead trout,Counted live,Adult,12,
Situk Lower,20,5/14/2006,Steelhead trout,Downstream migration,Adult,26,
Situk Lower,20,5/15/2006,Steelhead trout,Counted live,Adult,14,
Situk Lower,20,5/15/2006,Steelhead trout,Downstream migration,Adult,22,
Situk Lower,20,5/16/2006,Steelhead trout,Downstream migration,Adult,14,
Situk Lower,20,5/17/2006,Steelhead trout,Counted live,Adult,5,
Situk Lower,20,5/17/2006,Steelhead trout,Downstream migration,Adult,7,
Situk Lower,20,5/18/2006,Steelhead trout,Counted live,Adult,5,
Situk Lower,20,5/18/2006,Steelhead trout,Downstream migration,Adult,36,
Situk Lower,20,5/19/2006,Steelhead trout,Counted live,Adult,3,
Situk Lower,20,5/19/2006,Steelhead trout,Downstream migration,Adult,25,
Situk Lower,20,5/20/2006,Steelhead trout,Counted live,Adult,16,
Situk Lower,20,5/20/2006,Steelhead trout,Downstream migration,Adult,37,
Situk Lower,21,5/21/2006,Steelhead trout,Counted live,Adult,27,
Situk Lower,21,5/21/2006,Steelhead trout,Downstream migration,Adult,26,
Situk Lower,21,5/22/2006,Steelhead trout,Counted live,Adult,66,weir S.H. tight
Situk Lower,21,5/22/2006,Steelhead trout,Downstream migration,Adult,367,weir S.H. tight
Situk Lower,21,5/23/2006,Steelhead trout,Counted live,Adult,12,
Situk Lower,21,5/23/2006,Steelhead trout,Downstream migration,Adult,410,
Situk Lower,21,5/24/2006,Steelhead trout,Counted live,Adult,23,
Situk Lower,21,5/24/2006,Steelhead trout,Downstream migration,Adult,718,
