days,year,diff
one,2011,0.010211410140896549
one,2012,0.0140291137093278
one,2013,0.00829961244728139
one,2014,0.019982047379307644
one,2015,0.025142128994314894
one,2016,0.022647804922640957
one,2017,0.00977006806420333
one,2018,0.020903451047370236
one,2019,0.0012046143816785149
one,2020,0.008722555538645982
one,2021,0.024723702833739925
three,1971,0.044485747802373576
three,1972,0.04647969973095367
three,1973,0.024429902307046447
three,1974,0.014242872435179854
three,1975,0.005813274811477087
three,1976,0.005394488240276218
three,1977,0
three,1978,0.01335675682924542
three,1979,0.004820718103932253
three,1980,0.018311231522410765
three,1981,0.012651585264624177
three,1982,0.07305544839908229
three,1983,0.007796832009232313
three,1984,0.07733632658451228
three,1985,0.007819694156363743
three,1986,2.5040691123079384e-4
three,1987,8.092087960998029e-5
three,1988,0.010461734874813833
three,1989,0.016099530851000687
three,1990,0.007019752130131729
three,1991,0.004688792865679914
three,1992,0.022348646159781937
three,1993,0.015553131629760686
three,1994,0.05517281712380839
three,1995,0.0093707986017747
three,1999,0.04142836979534226
three,2000,0.01164090444557997
three,2001,5.376443760544136e-4
three,2002,0.04504220387719138
three,2003,0.0931013505292615
three,2004,0.01258043597545766
three,2005,0.022564037373673185
three,2006,0.002850963429020803
three,2007,0.02660492145646054
three,2008,0.027381769328165606
three,2009,0.005334078898318051
three,2010,0.008297192899276218
three,2011,0.010211410140896549
three,2012,0.0140291137093278
three,2013,0.00829961244728139
three,2014,0.019982047379307644
three,2015,0.025142128994314894
three,2016,0.022647804922640957
three,2017,0.00977006806420333
three,2018,0.020903451047370236
three,2019,0.0012046143816785149
three,2020,0.008722555538645982
three,2021,0.024723702833739925
two,1971,0.044485747802373576
two,1972,0.04647969973095367
two,1973,0.024429902307046447
two,1974,0.014242872435179854
two,1975,0.005813274811477087
two,1976,0.005394488240276218
two,1977,0
two,1978,0.01335675682924542
two,1979,0.004820718103932253
two,1980,0.027579732877037855
two,1981,0.012651585264624177
two,1982,0.07305544839908229
two,1983,0.007796832009232313
two,1984,0.07733632658451228
two,1985,0.007819694156363743
two,1986,2.5040691123079384e-4
two,1987,8.092087960998029e-5
two,1988,0.010461734874813833
two,1989,0.016099530851000687
two,1990,0.007019752130131729
two,1991,0.004688792865679914
two,1992,0.022348646159781937
two,1993,0.015553131629760686
two,1994,0.05517281712380839
two,1995,0.0093707986017747
two,1999,0.04142836979534226
two,2000,0.01164090444557997
two,2001,5.376443760544136e-4
two,2002,0.04504220387719138
two,2003,0.0931013505292615
two,2004,0.01258043597545766
two,2005,0.022564037373673185
two,2006,0.002850963429020803
two,2007,0.02660492145646054
two,2008,0.027381769328165606
two,2009,0.005334078898318051
two,2010,0.008297192899276218
two,2011,0.010211410140896549
two,2012,0.0140291137093278
two,2013,0.00829961244728139
two,2014,0.019982047379307644
two,2015,0.025142128994314894
two,2016,0.022647804922640957
two,2017,0.00977006806420333
two,2018,0.020903451047370236
two,2019,0.0012046143816785149
two,2020,0.008722555538645982
two,2021,0.024723702833739925
