year,days,diff
1991,three,0.11453826435426295
1992,three,0.037473687693305946
1993,three,0.031403375943029777
1994,three,0.05396810795362983
1995,three,0.053968119739816633
1999,three,0.06600430898757248
2000,three,0.03848824022776265
2001,three,0.05327432633031459
2002,three,0.04134613686701638
2003,three,0.053968169230495855
2004,three,0.0542943165171107
2005,three,0.05448753841367204
2006,three,0.0539681926234038
2007,three,0.03593891663894411
2008,three,0.1826559195644749
2009,three,0.050735517097984406
2010,three,0.07254872630998477
2011,three,0.03899239507695362
2012,three,0.05396824988166693
2013,three,0.05396826590603965
2014,three,0.027857623317093183
2015,three,0.05396829164590744
2016,three,0.05013764608040405
2017,three,0.04925827373576208
2018,three,0.05217002394731285
2019,three,0.05396835249751997
2020,three,0.057431247790659556
2021,three,0.04065057135838346
1971,four,0.09927065922287903
1972,four,0.04572166270482103
1973,four,0.036586934261562676
1974,four,0.053967891072579266
1975,four,0.0035734836481557952
1976,four,0.019393476604456672
1977,four,0.05396791945472468
1978,four,0.003995474173720925
1979,four,0.027248178768780495
1980,four,0.053967946175391024
1981,four,0.015173896348715243
1982,four,0.05396797150866117
1983,four,0.02889669345520074
1984,four,0.053968001660492204
1985,four,0.040780935829224485
1986,four,0.02433256992691135
1987,four,0.0071356146617724825
1988,four,0.02333639461356518
1989,four,0.05143631642105362
1990,four,0.01571536678359764
1991,four,0.11453826435426295
1992,four,0.037473687693305946
1993,four,0.027857419953859153
1994,four,0.05396810795362983
1995,four,0.053968119739816633
1999,four,0.06339343771960948
2000,four,0.03848824022776265
2001,four,0.05327432633031459
2002,four,0.0371186569874129
2003,four,0.053968169230495855
2004,four,0.0542943165171107
2005,four,0.05448753841367204
2006,four,0.0539681926234038
2007,four,0.03504803034499848
2008,four,0.1826559195644749
2009,four,0.050735517097984406
2010,four,0.06499182610179877
2011,four,0.03899239507695362
2012,four,0.05396824988166693
2013,four,0.05396826590603965
2014,four,0.02370018247964678
2015,four,0.05396829164590744
2016,four,0.05013764608040405
2017,four,0.0452802874008833
2018,four,0.05217002394731285
2019,four,0.05396835249751997
2020,four,0.057431247790659556
2021,four,0.036473048921762063
1971,five,0.031775808792770754
1972,five,0.04572166270482103
1973,five,0.03656787101031156
1974,five,0.053967891072579266
1975,five,0.0035734836481557952
1976,five,0.019393476604456672
1977,five,0.05396791945472468
1978,five,0.003995474173720925
1979,five,0.015710235527770067
1980,five,0.053967946175391024
1981,five,0.015173896348715243
1982,five,0.05396797150866117
1983,five,0.02889669345520074
1984,five,0.053968001660492204
1985,five,0.040780935829224485
1986,five,0.02433256992691135
1987,five,0.0071356146617724825
1988,five,0.02333639461356518
1989,five,0.05143631642105362
1990,five,0.015217551143500763
1991,five,0.11453826435426295
1992,five,0.037473687693305946
1993,five,0.02369997918206712
1994,five,0.05396810795362983
1995,five,0.053968119739816633
1999,five,0.05514780473208791
2000,five,0.03848824022776265
2001,five,0.05327432633031459
2002,five,0.03607283443880016
2003,five,0.053968169230495855
2004,five,0.04756002919786484
2005,five,0.0492581369031333
2006,five,0.0539681926234038
2007,five,0.03176794899001656
2008,five,0.1826559195644749
2009,five,0.050735517097984406
2010,five,0.05830262842273637
2011,five,0.03899239507695362
2012,five,0.05396824988166693
2013,five,0.05396826590603965
2014,five,0.020581282166418524
2015,five,0.05396829164590744
2016,five,0.049258261570721884
2017,five,0.0406505179802521
2018,five,0.05217002394731285
2019,five,0.05396835249751997
2020,five,0.057431247790659556
2021,five,0.03402918309003922
