year,days,diff
2007,two,0.02660492145646054
2008,two,0.027381769328165606
2009,two,0.005334078898318051
2010,two,0.008297192899276218
2011,two,0.010211410140896549
2012,two,0.0140291137093278
2013,two,0.00829961244728139
2014,two,0.019982047379307644
2015,two,0.025142128994314894
2016,two,0.022647804922640957
2017,two,0.00977006806420333
2018,two,0.020903451047370236
2019,two,0.0012046143816785149
2020,two,0.008722555538645982
2021,two,0.024723702833739925
1971,three,NA
1972,three,NA
1973,three,0.024429902307046447
1974,three,0.014242872435179854
1975,three,0.005813274811477087
1976,three,0.005394488240276218
1977,three,0
1978,three,0.01335675682924542
1979,three,0.004820718103932253
1980,three,0.018311231522410765
1981,three,0.012651585264624177
1982,three,NA
1983,three,0.007796832009232313
1984,three,NA
1985,three,0.007819694156363743
1986,three,2.5040691123079384e-4
1987,three,8.092087960998029e-5
1988,three,0.010461734874813833
1989,three,0.016099530851000687
1990,three,0.007019752130131729
1991,three,0.004688792865679914
1992,three,0.022348646159781937
1993,three,0.015553131629760686
1994,three,NA
1995,three,0.0093707986017747
1999,three,NA
2000,three,0.01164090444557997
2001,three,5.376443760544136e-4
2002,three,NA
2003,three,NA
2004,three,0.01258043597545766
2005,three,0.022564037373673185
2006,three,0.002850963429020803
2007,three,0.02660492145646054
2008,three,0.027381769328165606
2009,three,0.005334078898318051
2010,three,0.008297192899276218
2011,three,0.010211410140896549
2012,three,0.0140291137093278
2013,three,0.00829961244728139
2014,three,0.019982047379307644
2015,three,0.025142128994314894
2016,three,0.022647804922640957
2017,three,0.00977006806420333
2018,three,0.020903451047370236
2019,three,0.0012046143816785149
2020,three,0.008722555538645982
2021,three,0.024723702833739925
1971,four,NA
1972,four,NA
1973,four,0.024429902307046447
1974,four,0.014242872435179854
1975,four,0.005813274811477087
1976,four,0.005394488240276218
1977,four,0
1978,four,0.01335675682924542
1979,four,0.004820718103932253
1980,four,0.009119967679072194
1981,four,0.012651585264624177
1982,four,NA
1983,four,0.007796832009232313
1984,four,NA
1985,four,0.007819694156363743
1986,four,2.5040691123079384e-4
1987,four,8.092087960998029e-5
1988,four,0.010461734874813833
1989,four,0.016099530851000687
1990,four,0.007019752130131729
1991,four,0.004688792865679914
1992,four,0.022348646159781937
1993,four,0.015553131629760686
1994,four,NA
1995,four,0.0093707986017747
1999,four,NA
2000,four,0.01164090444557997
2001,four,5.376443760544136e-4
2002,four,NA
2003,four,NA
2004,four,0.01258043597545766
2005,four,0.022564037373673185
2006,four,0.002850963429020803
2007,four,0.017615545264687227
2008,four,0.027381769328165606
2009,four,0.005334078898318051
2010,four,0.008297192899276218
2011,four,0.010211410140896549
2012,four,0.0140291137093278
2013,four,0.00829961244728139
2014,four,0.019982047379307644
2015,four,0.025142128994314894
2016,four,0.022647804922640957
2017,four,0.00977006806420333
2018,four,0.020903451047370236
2019,four,0.0012046143816785149
2020,four,0.008722555538645982
2021,four,0.024723702833739925
1971,five,NA
1972,five,NA
1973,five,0.024429902307046447
1974,five,0.014242872435179854
1975,five,0.005813274811477087
1976,five,0.005394488240276218
1977,five,0
1978,five,0.01335675682924542
1979,five,0.004820718103932253
1980,five,NA
1981,five,0.012651585264624177
1982,five,NA
1983,five,0.007796832009232313
1984,five,NA
1985,five,0.007819694156363743
1986,five,2.5040691123079384e-4
1987,five,8.092087960998029e-5
1988,five,0.010461734874813833
1989,five,0.016099530851000687
1990,five,0.007019752130131729
1991,five,0.004688792865679914
1992,five,0.022348646159781937
1993,five,0.015553131629760686
1994,five,NA
1995,five,0.0093707986017747
1999,five,NA
2000,five,0.01164090444557997
2001,five,5.376443760544136e-4
2002,five,NA
2003,five,NA
2004,five,0.01258043597545766
2005,five,0.022564037373673185
2006,five,0.002850963429020803
2007,five,0.00874723811253364
2008,five,0.018209408194233667
2009,five,0.005334078898318051
2010,five,0.008297192899276218
2011,five,0.010211410140896549
2012,five,0.0140291137093278
2013,five,0.00829961244728139
2014,five,0.019982047379307644
2015,five,0.025142128994314894
2016,five,0.022647804922640957
2017,five,0.00977006806420333
2018,five,0.020903451047370236
2019,five,0.0012046143816785149
2020,five,0.008722555538645982
2021,five,0.024723702833739925
