year,days,diff
1973,four,0.03647255475405575
1974,four,0.03647256187698966
1975,four,0.0035734836481557952
1976,four,0.019393476604456672
1977,four,0.03647259023035698
1978,four,0.0038332064751274153
1979,four,0.015710235527770067
1980,four,0.036472616926578105
1981,four,0.015173896348715243
1982,four,0.036472642233667196
1983,four,0.023138738573008633
1984,four,0.036472672357263036
1985,four,0.03714019538116864
1986,four,0.02383220771041039
1987,four,0.00648321560698184
1988,four,0.022904304092474015
1989,four,0.03896138880468525
1990,four,0.01452060924736509
1991,four,0.09999719482516622
1992,four,0.03438140968527481
1993,four,0.027857419953859153
1994,four,0.03647277857264963
1995,four,0.03647279034433515
1999,four,0.05514780473208791
2000,four,0.031670407260159794
2001,four,0.03647282345406466
2002,four,0.03465876451391525
2003,four,0.03647283979728666
2004,four,0.036472847423025034
2005,four,0.03647285881630269
2006,four,0.03647286316846743
2007,four,0.03504803034499848
2008,four,0.011097552430743618
2009,four,0.03647288183180486
2010,four,0.045066220751195485
2011,four,0.03480314617439029
2012,four,0.03647292038099381
2013,four,0.03647293638853477
2014,four,0.02370018247964678
2015,four,0.03647296210640083
2016,four,0.03647298339958427
2017,four,0.036472995555962395
2018,four,0.03647300792339492
2019,four,0.036473022901151064
2020,four,0.03647304187702627
2021,four,0.036473048921762063
1971,five,0.031775808792770754
1972,five,0.03647254737262251
1973,five,0.03647255475405575
1974,five,0.03647256187698966
1975,five,0.0035734836481557952
1976,five,0.019393476604456672
1977,five,0.03647259023035698
1978,five,0.0038332064751274153
1979,five,0.015710235527770067
1980,five,0.036472616926578105
1981,five,0.015173896348715243
1982,five,0.036472642233667196
1983,five,0.023138738573008633
1984,five,0.036472672357263036
1985,five,0.03714019538116864
1986,five,0.02383220771041039
1987,five,0.00648321560698184
1988,five,0.022904304092474015
1989,five,0.03896138880468525
1990,five,0.01452060924736509
1991,five,0.09995847027249227
1992,five,0.03438140968527481
1993,five,0.02369997918206712
1994,five,0.03647277857264963
1995,five,0.03647279034433515
1999,five,0.05514780473208791
2000,five,0.031670407260159794
2001,five,0.03647282345406466
2002,five,0.03465876451391525
2003,five,0.03647283979728666
2004,five,0.036472847423025034
2005,five,0.03647285881630269
2006,five,0.03647286316846743
2007,five,0.03176794899001656
2008,five,0.009633593976755894
2009,five,0.03647288183180486
2010,five,0.045066220751195485
2011,five,0.03480314617439029
2012,five,0.03647292038099381
2013,five,0.03647293638853477
2014,five,0.020581282166418524
2015,five,0.03647296210640083
2016,five,0.03647298339958427
2017,five,0.036472995555962395
2018,five,0.03647300792339492
2019,five,0.036473022901151064
2020,five,0.03647304187702627
2021,five,0.03402918309003922
