Inference for Bugs model at "C:/Users/SEMILL~1/AppData/Local/Temp/Rtmp0q5QGD/model140853e5043.txt", fit using jags,
 1 chains, each with 500 iterations (first 100 discarded), n.thin = 2
 n.sims = 200 iterations saved
           mu.vect sd.vect      2.5%       25%       50%       75%     97.5%
mu[16]      15.573   0.521    14.821    15.300    15.421    15.719    17.036
mu[17]      15.058   0.642    13.860    14.523    15.319    15.572    16.040
mu[18]      12.530   0.335    11.730    12.403    12.557    12.804    12.970
mu[19]      13.158   0.368    12.508    12.836    13.198    13.473    13.771
mu[20]      11.613   0.163    11.331    11.490    11.611    11.702    11.927
mu[21]      10.552   0.152    10.268    10.454    10.533    10.644    10.879
mu[22]      10.444   0.234    10.082    10.235    10.448    10.607    10.865
mu[23]      20.266   0.713    18.886    19.730    20.457    20.684    21.727
mu[24]      20.375   0.534    19.033    20.135    20.298    20.646    21.311
mu[25]      18.074   0.582    17.254    17.640    17.985    18.364    19.400
mu[26]      14.916   0.699    13.916    14.399    14.674    15.629    16.096
mu[27]      12.798   0.314    11.952    12.633    12.802    12.891    13.532
mu[28]      16.388   0.353    15.518    16.243    16.439    16.616    16.938
mu[29]      13.691   0.205    13.298    13.565    13.673    13.851    14.067
mu[30]      15.262   0.239    14.876    15.106    15.227    15.447    15.801
mu[31]      20.107   0.431    18.915    19.925    20.065    20.401    20.840
mu[32]      20.428   0.256    20.091    20.209    20.404    20.610    21.023
mu[33]      24.065   0.333    23.546    23.872    23.991    24.228    24.898
mu[34]      20.580   0.560    19.618    20.223    20.545    20.786    22.018
mu[35]      22.205   0.683    20.969    21.651    22.244    22.627    23.401
mu[36]      25.044   0.432    24.519    24.733    24.885    25.232    26.028
mu[37]      20.854   0.790    19.729    20.172    20.894    21.395    22.540
mu[38]      15.329   1.053    13.680    14.333    15.671    16.089    17.332
mu[39]      15.541   0.841    13.735    15.316    15.513    15.877    17.294
mu[40]      23.619   0.610    22.330    23.232    23.859    24.068    24.425
mu[41]      20.761   0.579    19.270    20.530    20.981    21.126    21.467
mu[42]      22.286   0.587    21.587    21.960    22.125    22.484    24.044
mu[43]      22.917   0.506    22.112    22.604    22.749    23.161    24.033
mu[44]      23.193   0.424    22.611    22.863    23.098    23.365    24.071
mu[45]      25.181   0.432    24.574    24.783    25.144    25.593    25.879
mu[46]      25.836   1.290    24.573    24.877    25.517    25.887    29.176
mu[47]      27.595   1.051    25.698    26.853    27.787    28.244    29.669
y[1,1]       0.914  22.351   -38.001   -13.792    -0.648    13.408    49.825
 [ reached getOption("max.print") -- omitted 4324 rows ]

DIC info (using the rule, pD = var(deviance)/2)
pD = 4790.1 and DIC = 26269.1
DIC is an estimate of expected predictive error (lower deviance is better).
